PEI 25 kg/mol, 2 mg/ml from Ethanol on B 10 x 15 mm + H 1x1 mm, 70 nm, 30 µm, 50°C Desorption, 12.5.2026, 15:30
Diameter[mm] 1.128e+00  Thickness[mm] 2.000e-04  Spacer Capacity[pF] 0.000e+00  Spacer Area[mm^2] 0.000e+00
Fixed value(s) : 
 Freq. [Hz]	 Time  [s]	 Eps'   	 Eps''  	M Temp [K]	M Time M[s]
 7.5938e+02	 6.0730e+02	 1.6527e+00	 6.8639e-02	 3.2314e+02	 6.3487e+02
 1.1391e+03	 6.0730e+02	 1.6378e+00	 6.7593e-02	 3.2314e+02	 6.4000e+02
 1.7086e+03	 6.0730e+02	 1.6217e+00	 6.5377e-02	 3.2315e+02	 6.4250e+02
 2.5629e+03	 6.0730e+02	 1.6080e+00	 6.3319e-02	 3.2313e+02	 6.4775e+02
 3.8443e+03	 6.0730e+02	 1.5933e+00	 6.0934e-02	 3.2312e+02	 6.5042e+02
 5.7665e+03	 6.0730e+02	 1.5793e+00	 5.8925e-02	 3.2311e+02	 6.5287e+02
 8.6498e+03	 6.0730e+02	 1.5656e+00	 5.7089e-02	 3.2310e+02	 6.5531e+02
 1.2975e+04	 6.0730e+02	 1.5523e+00	 5.5485e-02	 3.2309e+02	 6.6062e+02
 1.9462e+04	 6.0730e+02	 1.5453e+00	 5.1048e-02	 3.2309e+02	 6.6337e+02
 2.9193e+04	 6.0730e+02	 1.5324e+00	 4.7338e-02	 3.2308e+02	 6.6581e+02
 4.3789e+04	 6.0730e+02	 1.5210e+00	 4.2717e-02	 3.2308e+02	 6.6825e+02
 6.5684e+04	 6.0730e+02	 1.5113e+00	 3.7731e-02	 3.2308e+02	 6.7081e+02
 9.8526e+04	 6.0730e+02	 1.5034e+00	 3.3328e-02	 3.2309e+02	 6.7337e+02
 1.4779e+05	 6.0730e+02	 1.4966e+00	 2.9575e-02	 3.2308e+02	 6.7611e+02
 2.2168e+05	 6.0730e+02	 1.4911e+00	 2.6542e-02	 3.2309e+02	 6.7875e+02
 3.3253e+05	 6.0730e+02	 1.4860e+00	 2.4118e-02	 3.2310e+02	 6.8139e+02
 4.9879e+05	 6.0730e+02	 1.4803e+00	 2.3145e-02	 3.2310e+02	 6.8381e+02
 7.4818e+05	 6.0730e+02	 1.4754e+00	 2.2154e-02	 3.2310e+02	 6.8631e+02
 9.0000e+05	 6.0730e+02	 1.4743e+00	 2.1713e-02	 3.2310e+02	 6.8900e+02
 1.0000e+02	 6.8620e+02	 1.7751e+00	 5.3066e-02	 3.2309e+02	 6.9807e+02
 1.5000e+02	 6.8620e+02	 1.7633e+00	 5.6920e-02	 3.2308e+02	 7.0051e+02
 2.2500e+02	 6.8620e+02	 1.7505e+00	 6.0115e-02	 3.2308e+02	 7.0581e+02
 3.3750e+02	 6.8620e+02	 1.7356e+00	 6.3783e-02	 3.2308e+02	 7.0831e+02
 5.0625e+02	 6.8620e+02	 1.7191e+00	 6.7267e-02	 3.2309e+02	 7.1075e+02
 7.5938e+02	 6.8620e+02	 1.7013e+00	 6.9933e-02	 3.2309e+02	 7.1339e+02
 1.1391e+03	 6.8620e+02	 1.6841e+00	 7.1325e-02	 3.2311e+02	 7.1862e+02
 1.7086e+03	 6.8620e+02	 1.6658e+00	 7.1593e-02	 3.2312e+02	 7.2106e+02
 2.5629e+03	 6.8620e+02	 1.6485e+00	 7.0821e-02	 3.2312e+02	 7.2631e+02
 3.8443e+03	 6.8620e+02	 1.6309e+00	 6.9663e-02	 3.2312e+02	 7.2887e+02
